,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1270,34,1,511,1,3,2,5,4,0,32,1,2,7,4,2,6029,25353,5,0,12,3,1,0,6,3,3,2,2,2,2,0
1271,21,1,337,1,7,1,3,2,1,31,3,1,5,2,2,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,1
1272,38,1,1153,2,6,2,1,4,0,40,2,1,8,3,1,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,0
1273,22,1,1294,2,8,1,4,3,0,79,3,1,8,1,1,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,1
1274,31,1,196,1,29,4,3,1,0,91,2,2,7,4,1,5468,13402,1,0,14,3,1,2,13,3,3,12,7,5,7,0
1275,51,1,942,2,3,3,2,1,0,53,3,3,1,3,1,13116,22984,2,0,11,3,4,0,15,2,3,2,2,2,2,0
1276,37,1,589,1,9,2,3,2,1,46,2,2,7,2,1,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,0
1277,46,1,734,2,2,4,4,3,1,46,3,5,0,4,0,19328,14218,7,1,17,3,3,1,24,3,3,2,1,2,2,0
1278,36,1,1383,2,10,3,5,4,1,90,3,3,2,1,1,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,0
1279,44,2,429,2,1,2,4,3,1,99,3,1,6,2,0,2342,11092,1,1,12,3,3,3,6,2,2,5,3,2,3,1
1280,37,1,1239,0,8,2,1,3,1,89,3,2,4,2,0,4071,12832,2,0,13,3,3,0,19,4,2,10,0,4,7,0
1281,35,1,303,1,27,3,5,3,1,84,3,2,7,4,2,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,1
1282,33,1,867,2,8,4,5,4,1,90,4,1,6,1,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,0
1283,28,1,1181,2,1,3,5,3,1,82,3,1,6,4,1,2044,5531,1,0,11,3,3,1,5,6,4,5,3,0,3,0
1284,39,1,1253,2,10,1,4,3,1,65,3,3,0,3,2,13464,7914,7,0,21,4,3,0,9,3,3,4,3,2,2,0
1285,46,0,849,1,26,2,5,2,1,98,2,2,7,2,2,7991,25166,8,0,15,3,3,0,6,3,3,2,2,2,2,0
1286,40,1,616,2,2,2,5,3,0,99,3,1,8,1,1,3377,25605,4,0,17,3,4,1,7,5,2,4,3,0,2,0
1287,42,1,1128,2,13,3,4,2,1,95,4,2,2,1,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,0
1288,35,0,1180,2,2,2,4,2,1,90,3,2,3,4,0,5762,24442,2,0,14,3,3,1,15,6,3,7,7,1,7,0
1289,38,0,1336,0,2,3,0,1,1,100,3,1,4,2,0,2592,7129,5,0,13,3,4,3,13,3,3,11,10,3,8,0
1290,34,2,234,2,9,4,5,4,1,93,3,2,8,1,1,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,1
1291,37,1,370,2,10,4,4,4,1,58,3,2,3,1,2,4213,4992,1,0,15,3,2,0,10,4,1,10,3,0,8,1
1292,39,2,766,1,20,3,5,3,1,83,3,2,7,4,0,4127,19188,2,0,18,3,4,1,7,6,3,2,1,2,2,0
1293,43,0,343,2,9,3,5,1,1,52,3,1,6,3,2,2438,24978,4,0,13,3,3,0,7,2,2,3,2,1,2,0
1294,41,1,447,2,5,3,5,2,1,85,4,2,2,2,2,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,0
1295,41,1,796,1,4,1,3,3,0,81,3,3,7,3,0,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,0
1296,30,1,1092,2,10,3,4,1,0,64,3,3,3,3,2,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2,0
1297,26,1,920,0,20,2,4,4,0,69,3,1,4,2,1,2148,6889,0,1,11,3,3,0,6,3,3,5,1,1,4,1
1298,46,1,261,2,21,2,4,4,0,66,3,2,2,2,1,8926,10842,4,0,22,4,4,1,13,2,4,9,7,3,7,1
1299,40,1,1194,2,1,3,5,3,0,52,3,2,2,4,0,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3,0
1300,34,1,810,1,8,2,2,2,1,92,4,2,7,3,1,6799,22128,1,0,21,4,3,2,10,5,3,10,8,4,8,0
1301,58,0,350,1,2,3,4,2,1,52,3,4,1,2,0,16291,22577,4,0,22,4,4,1,37,0,2,16,9,14,14,0
1302,35,1,185,2,23,4,4,2,1,91,1,1,8,3,1,2705,9696,0,0,16,3,2,1,6,2,4,5,4,0,3,0
1303,47,1,1001,2,4,3,5,3,0,92,2,3,3,2,0,10333,19271,8,1,12,3,3,1,28,4,3,22,11,14,10,0
1304,40,1,750,2,12,3,5,2,0,47,3,2,2,1,0,4448,10748,2,0,12,3,2,1,15,3,3,7,4,7,7,0
1305,54,1,431,2,7,4,4,4,0,68,3,2,6,4,1,6854,15696,4,0,15,3,2,1,14,2,2,7,1,1,7,0
1306,31,2,1125,1,7,4,3,1,0,68,3,3,7,1,1,9637,8277,2,0,14,3,4,2,9,3,3,3,2,2,2,0
1307,28,1,1217,2,1,3,4,3,0,67,3,1,6,1,1,3591,12719,1,0,25,4,3,1,3,3,3,3,2,1,2,0
1308,38,1,723,1,2,4,3,2,0,77,1,2,5,4,1,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3,0
1309,26,1,572,1,10,3,4,3,1,46,3,2,7,4,2,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,0
1310,58,2,1216,2,15,4,5,1,1,87,3,4,0,3,1,15787,21624,2,1,14,3,2,0,23,3,3,2,2,2,2,0
1311,18,0,1431,2,14,3,4,2,0,33,3,1,6,3,2,1514,8018,1,0,16,3,3,0,0,4,1,0,0,0,0,0
1312,31,1,359,0,18,5,0,4,1,89,4,1,4,1,1,2956,21495,0,0,17,3,3,0,2,4,3,1,0,0,0,1
1313,29,1,350,0,13,3,0,1,1,56,2,1,4,1,0,2335,3157,4,1,15,3,4,3,4,3,3,2,2,2,0,1
1314,45,0,589,1,2,4,5,3,0,67,3,2,7,3,1,5154,19665,4,0,22,4,2,2,10,3,4,8,7,5,7,0
1315,36,1,430,2,2,4,1,4,0,73,3,2,6,2,1,6962,19573,4,1,22,4,4,1,15,2,3,1,0,0,0,0
1316,43,2,1422,1,2,4,5,1,1,92,3,2,7,4,1,5675,19246,1,0,20,4,3,1,7,5,3,7,7,7,7,0
1317,27,2,1297,2,5,2,5,4,0,53,3,1,8,4,2,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,0
1318,29,2,574,2,20,1,4,4,1,40,3,1,8,4,1,3812,7003,1,0,13,3,2,0,11,3,4,11,8,3,10,0
1319,32,2,1318,1,10,4,3,4,1,79,3,2,7,4,2,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,0
1320,42,0,355,2,10,4,2,3,1,38,3,1,6,3,1,2936,6161,3,0,22,4,2,2,10,1,2,6,3,3,3,0
1321,47,1,207,2,9,4,5,2,0,64,3,1,8,3,2,2105,5411,4,0,12,3,3,0,7,2,3,2,2,2,0,0
1322,46,1,706,2,2,2,5,4,1,82,3,3,3,4,0,8578,19989,3,0,14,3,3,1,12,4,2,9,8,4,7,0
1323,28,0,280,0,1,2,5,3,1,43,3,1,4,4,0,2706,10494,1,0,15,3,2,1,3,2,3,3,2,2,2,0
1324,29,1,726,2,29,1,5,4,1,93,1,2,2,3,0,6384,21143,8,0,17,3,4,2,11,3,3,7,0,1,6,0
1325,42,1,1142,2,8,3,5,4,1,81,3,1,8,3,2,3968,13624,4,0,13,3,4,0,8,3,3,0,0,0,0,0
1326,32,1,414,1,2,4,3,3,1,82,2,2,7,2,2,9907,26186,7,1,12,3,3,0,7,3,2,2,2,2,2,1
1327,46,1,1319,1,3,3,2,1,0,45,4,4,7,1,0,13225,7739,2,0,12,3,4,1,25,5,3,19,17,2,8,0
1328,27,1,728,1,23,1,4,2,0,36,2,2,5,3,1,3540,7018,1,0,21,4,4,1,9,5,3,9,8,5,8,0
1329,29,1,352,0,6,1,4,4,1,87,2,1,4,2,1,2804,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,0
1330,43,1,823,2,6,3,4,1,0,81,2,5,1,3,1,19392,22539,7,0,13,3,4,0,21,2,3,16,12,6,14,0
1331,48,1,1224,2,10,3,5,4,1,91,2,5,0,2,1,19665,13583,4,0,12,3,4,0,29,3,3,22,10,12,9,0
1332,29,2,459,2,24,2,5,4,1,73,2,1,6,4,2,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,1
1333,46,1,1254,1,10,3,5,3,0,64,3,3,7,2,1,7314,14011,5,0,21,4,3,3,14,2,3,8,7,0,7,1
1334,27,2,1131,2,15,3,5,4,0,77,2,1,6,1,1,4774,23844,0,0,19,3,4,1,8,2,2,7,6,7,3,0
1335,39,1,835,2,19,4,1,4,1,41,3,2,6,4,0,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2,0
1336,55,1,836,2,2,4,2,2,1,98,2,1,6,4,1,2662,7975,8,0,20,4,2,1,19,2,4,5,2,0,4,0
1337,28,1,1172,1,3,3,4,2,0,78,3,1,5,2,1,2856,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,0
1338,30,1,945,1,9,3,4,2,1,89,3,1,5,4,2,1081,16019,1,0,13,3,3,0,1,3,2,1,0,0,0,1
1339,22,1,391,2,7,1,5,4,1,75,3,1,6,2,2,2472,26092,1,1,23,4,1,0,1,2,3,1,0,0,0,1
1340,36,1,1266,1,10,4,2,2,0,63,2,2,7,3,1,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,0
1341,31,1,311,2,20,3,5,2,1,89,3,2,8,3,0,4197,18624,1,0,11,3,1,1,10,2,3,10,8,0,2,0
1342,34,1,1480,1,4,3,5,3,1,64,3,3,7,4,1,9713,24444,2,1,13,3,4,3,9,3,3,5,3,1,0,0
1343,29,1,592,2,7,3,5,4,1,59,3,1,8,1,2,2062,19384,3,0,14,3,2,0,11,2,3,3,2,1,2,0
1344,37,1,783,2,7,4,4,4,1,78,3,2,6,1,1,4284,13588,5,1,22,4,3,1,16,2,3,5,3,0,4,0
1345,35,1,219,2,16,2,1,4,0,44,2,2,3,2,1,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,0
1346,45,1,556,2,25,2,5,2,0,93,2,2,3,4,1,5906,23888,0,0,13,3,4,2,10,2,2,9,8,3,8,0
1347,36,2,1213,0,2,1,0,2,1,94,2,2,4,4,2,3886,4223,1,0,21,4,4,0,10,2,2,10,1,0,8,0
1348,40,1,1137,2,1,4,5,1,1,98,3,4,1,1,0,16823,18991,2,0,11,3,1,1,22,3,3,19,7,11,16,0
1349,26,1,482,2,1,2,5,2,0,90,2,1,6,3,1,2933,14908,1,1,13,3,3,1,1,3,2,1,0,1,0,0
1350,27,1,511,1,2,2,4,1,0,89,4,2,7,3,2,6500,26997,0,0,14,3,2,0,9,5,2,8,7,0,7,0
1351,48,2,117,2,22,3,4,4,0,58,3,4,1,4,0,17174,2437,3,0,11,3,2,1,24,3,3,22,17,4,7,0
1352,44,1,170,2,1,4,5,2,1,78,4,2,2,1,1,5033,9364,2,0,15,3,4,1,10,5,3,2,0,2,2,0
1353,34,0,967,2,16,4,2,4,1,85,1,1,6,1,1,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,1
1354,56,1,1162,2,24,2,5,1,1,97,3,1,8,4,2,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,1
1355,36,1,335,1,17,2,3,3,1,33,2,2,7,2,1,5507,16822,2,0,16,3,3,2,12,1,1,4,2,1,3,0
1356,41,1,337,1,8,3,3,3,0,54,3,2,7,2,1,4393,26841,5,0,21,4,3,1,14,3,3,5,4,1,4,0
1357,42,1,1396,2,6,3,4,3,1,83,3,3,0,1,1,13348,14842,9,0,13,3,2,1,18,3,4,13,7,5,7,0
1358,31,1,1079,1,10,2,4,3,0,86,3,2,7,4,0,6583,20115,2,1,11,3,4,1,8,2,3,5,2,1,4,0
1359,34,1,735,1,3,1,4,4,0,75,2,2,7,4,1,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1,0
1360,31,1,471,2,4,3,4,1,0,62,4,1,8,3,0,3978,16031,8,0,12,3,2,1,4,0,2,2,2,2,2,0
1361,26,2,1096,2,6,3,1,3,1,61,4,1,8,4,1,2544,7102,0,0,18,3,1,1,8,3,3,7,7,7,7,0
1362,45,2,1297,2,1,4,4,2,1,44,3,2,2,3,2,5399,14511,4,0,12,3,3,0,12,3,3,4,2,0,3,0
1363,33,1,217,1,10,4,3,2,1,43,3,2,7,3,2,5487,10410,1,0,14,3,2,0,10,2,2,10,4,0,9,0
1364,28,2,783,1,1,2,5,3,1,42,2,2,7,4,1,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7,0
1365,29,2,746,1,24,3,2,3,1,45,4,1,5,1,2,1091,10642,1,0,17,3,4,0,1,3,3,1,0,0,0,1
1366,39,0,1251,1,21,4,5,1,0,32,1,2,7,3,1,5736,3987,6,0,19,3,3,1,10,1,3,3,2,1,2,0
1367,27,1,1354,2,2,4,2,2,1,41,3,1,6,2,1,2226,6073,1,0,11,3,3,1,6,3,2,5,3,1,2,0
1368,34,2,735,2,22,4,1,3,1,86,2,2,6,4,1,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11,0
1369,28,1,1475,1,13,2,3,4,0,84,3,2,7,3,2,9854,23352,3,1,11,3,4,0,6,0,3,2,0,2,2,1
1370,47,0,1169,2,14,4,2,3,1,64,3,2,6,2,1,5467,2125,8,0,18,3,3,1,16,4,4,8,7,1,7,0
1371,56,1,1443,1,11,5,3,4,0,89,2,2,7,1,1,5380,20328,4,0,16,3,3,1,6,3,3,0,0,0,0,0
1372,39,1,867,2,9,2,4,1,1,87,3,2,3,1,1,5151,12315,1,0,25,4,4,1,10,3,3,10,0,7,9,0
1373,38,2,1394,2,8,3,4,4,0,58,2,2,6,2,0,2133,18115,1,1,16,3,3,1,20,3,3,20,11,0,7,0
1374,58,1,605,1,21,3,5,4,0,72,3,4,1,4,1,17875,11761,4,1,13,3,3,1,29,2,2,1,0,0,0,0
1375,32,2,238,2,5,2,5,1,0,47,4,1,6,3,2,2432,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,1
1376,38,1,1206,2,9,2,5,2,1,71,3,1,6,4,0,4771,14293,2,0,19,3,4,2,10,0,4,5,2,0,3,0
1377,49,2,1064,2,2,1,5,2,1,42,3,5,0,4,1,19161,13738,3,0,15,3,4,0,28,3,3,5,4,4,3,0
1378,42,1,419,1,12,4,3,2,1,77,3,2,7,4,0,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0,0
1379,27,2,1337,0,22,3,0,1,0,58,2,1,4,2,1,2863,19555,1,0,12,3,1,0,1,2,3,1,0,0,0,1
1380,35,1,682,1,18,4,4,2,1,71,3,2,7,1,1,5561,15975,0,0,16,3,4,1,6,2,1,5,3,0,4,0
1381,28,0,1103,2,16,3,4,3,1,49,3,1,6,3,2,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,0
1382,31,0,976,2,3,2,4,3,1,48,3,1,6,1,0,3065,3995,1,1,13,3,4,1,4,3,4,4,2,2,3,0
1383,36,0,1351,2,9,4,5,1,1,66,4,1,8,2,1,2810,9238,1,0,22,4,2,0,5,3,3,5,4,0,2,0
1384,34,1,937,1,1,3,3,1,1,32,3,3,7,4,2,9888,6770,1,0,21,4,1,0,14,3,2,14,8,2,1,0
1385,34,1,1239,1,13,4,4,4,1,39,3,3,7,3,0,8628,22914,1,0,18,3,3,1,9,2,2,8,7,1,1,0
1386,26,1,157,2,1,3,4,3,1,95,3,1,8,1,2,2867,20006,0,0,13,3,4,0,8,6,2,7,7,7,6,0
1387,29,1,136,2,1,3,5,1,1,89,3,2,2,1,1,5373,6225,0,0,12,3,1,1,6,5,2,5,3,0,2,0
1388,32,0,1146,2,15,4,4,3,0,34,3,2,2,4,0,6667,16542,5,0,18,3,2,1,9,6,3,5,1,1,2,0
1389,31,2,1125,2,1,3,5,4,1,48,1,2,6,1,1,5003,5771,1,0,21,4,2,0,10,6,3,10,8,8,7,0
1390,28,1,1404,2,17,3,2,3,1,32,2,1,8,4,0,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3,1
1391,38,1,1404,1,1,3,5,1,1,59,2,1,5,1,2,2858,11473,4,0,14,3,1,0,20,3,2,1,0,0,0,0
1392,35,1,1224,1,7,4,5,3,0,55,3,2,7,4,1,5204,13586,1,1,11,3,4,0,10,2,3,10,8,0,9,0
1393,27,1,954,1,9,3,3,4,1,44,3,2,7,4,2,4105,5099,1,0,14,3,1,0,7,5,3,7,7,0,7,0
1394,32,1,1373,2,5,4,5,4,1,56,2,2,3,4,2,9679,10138,8,0,24,4,2,0,8,1,3,1,0,0,0,0
1395,31,2,754,1,26,4,3,1,1,63,3,2,7,4,1,5617,21075,1,1,11,3,3,0,10,4,3,10,7,0,8,1
1396,53,1,1168,1,24,4,5,1,1,66,3,3,7,1,2,10448,5843,6,1,13,3,2,0,15,2,2,2,2,2,2,1
1397,54,1,155,2,9,2,5,1,0,67,3,2,6,3,1,2897,22474,3,0,11,3,3,2,9,6,2,4,3,2,3,0
1398,33,2,1303,2,7,2,5,4,1,36,3,2,2,3,0,5968,18079,1,0,20,4,3,3,9,2,3,9,7,2,8,0
1399,43,1,574,2,11,3,5,1,1,30,3,3,2,3,1,7510,16873,1,0,17,3,2,1,10,1,3,10,9,0,9,0
1400,38,2,1444,0,1,4,1,4,1,88,3,1,4,2,1,2991,5224,0,1,11,3,2,1,7,2,3,6,2,1,2,0
1401,55,1,189,0,26,4,0,3,1,71,4,5,1,2,1,19636,25811,4,1,18,3,1,1,35,0,3,10,9,1,4,0
1402,31,1,1276,2,2,1,4,4,0,59,1,1,8,4,0,1129,17536,1,1,11,3,3,3,1,4,3,1,0,0,0,0
1403,39,1,119,1,15,4,3,2,1,77,3,4,7,1,2,13341,25098,0,0,12,3,1,0,21,3,3,20,8,11,10,0
1404,42,0,335,2,23,2,5,4,1,37,2,2,6,3,2,4332,14811,1,0,12,3,4,0,20,2,3,20,9,3,7,0
1405,31,0,697,2,10,3,4,3,0,40,3,3,0,3,1,11031,26862,4,0,20,4,3,1,13,2,4,11,7,4,8,0
1406,54,1,157,2,10,3,4,3,0,77,3,2,3,1,2,4440,25198,6,1,19,3,4,0,9,3,3,5,2,1,4,0
1407,24,1,771,2,1,2,5,2,1,45,2,2,2,3,2,4617,14120,1,0,12,3,2,0,4,2,2,4,3,1,2,0
1408,23,1,571,2,12,2,1,4,1,78,3,1,8,4,2,2647,13672,1,0,13,3,3,0,5,6,4,5,2,1,4,0
1409,40,2,692,2,11,3,2,4,0,73,3,2,8,3,1,6323,26849,1,0,11,3,1,1,10,2,4,10,9,9,4,0
1410,40,1,444,1,2,2,3,2,0,92,3,2,7,2,1,5677,4258,3,0,14,3,3,1,15,4,3,11,8,5,10,0
1411,25,1,309,0,2,3,0,3,0,82,3,1,4,2,1,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,0
1412,30,1,911,2,1,2,4,4,1,76,3,1,8,2,1,3748,4077,1,0,13,3,3,0,12,6,2,12,8,1,7,0
1413,25,1,977,2,2,1,1,4,1,57,3,1,8,3,0,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,0
1414,47,1,1180,2,25,3,4,1,1,84,3,3,2,3,2,8633,13084,2,0,23,4,2,0,25,3,3,17,14,12,11,0
1415,33,0,1313,2,1,2,4,2,1,59,2,1,8,3,0,2008,20439,1,0,12,3,3,3,1,2,2,1,1,0,0,0
1416,38,1,1321,1,1,4,5,4,1,86,3,2,7,2,1,4440,7636,0,0,15,3,1,2,16,3,3,15,13,5,8,0
1417,31,1,1154,1,2,2,5,1,1,54,3,1,5,3,1,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2,0
1418,38,2,508,2,6,4,5,1,1,72,2,2,3,3,1,5321,14284,2,0,11,3,4,1,10,1,3,8,3,7,7,0
1419,42,1,557,2,18,4,5,4,1,35,3,2,6,1,0,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,0
1420,41,1,642,2,1,3,5,4,1,76,3,1,6,4,1,2782,21412,3,0,22,4,1,1,12,3,3,5,3,1,0,0
1421,47,0,1162,2,1,1,4,3,0,98,3,3,0,2,1,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12,0
1422,35,1,1490,2,11,4,4,4,1,43,3,1,8,3,1,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2,0
1423,22,1,581,2,1,2,5,4,1,63,3,1,6,3,2,3375,17624,0,0,12,3,4,0,4,2,4,3,2,1,2,0
1424,35,1,1395,2,9,4,4,2,1,48,3,2,6,3,2,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8,0
1425,33,1,501,2,15,2,4,2,0,95,3,2,2,4,1,4878,21653,0,1,13,3,1,1,10,6,3,9,7,8,1,0
1426,32,1,267,2,29,4,5,3,0,49,2,1,8,2,2,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,0
1427,40,1,543,2,1,4,5,1,1,83,3,1,8,4,1,2406,4060,8,0,19,3,3,2,8,3,2,1,0,0,0,0
1428,32,1,234,1,1,4,4,2,1,68,2,1,5,2,1,2269,18024,0,0,14,3,2,1,3,2,3,2,2,2,2,0
1429,39,1,116,2,24,1,5,1,1,52,3,2,6,4,2,4108,5340,7,0,13,3,1,0,18,2,3,7,7,1,7,0
1430,38,1,201,2,10,3,4,2,0,99,1,3,0,3,1,13206,3376,3,0,12,3,1,1,20,3,3,18,16,1,11,0
1431,32,1,801,1,1,4,3,3,0,48,3,3,7,4,1,10422,24032,1,0,19,3,3,2,14,3,3,14,10,5,7,0
1432,37,1,161,2,10,3,5,3,0,42,4,3,0,4,1,13744,15471,1,1,25,4,1,1,16,2,3,16,11,6,8,0
1433,25,1,1382,1,8,2,1,1,0,85,3,2,7,3,0,4907,13684,0,1,22,4,2,1,6,3,2,5,3,0,4,0
1434,52,0,585,1,29,4,5,1,1,40,3,1,5,4,0,3482,19788,2,0,15,3,2,2,16,3,2,9,8,0,0,0
1435,44,1,1037,2,1,3,4,2,1,42,3,1,6,4,2,2436,13422,6,1,12,3,3,0,6,2,3,4,3,1,2,0
1436,21,1,501,1,5,1,4,3,1,58,3,1,5,1,2,2380,25479,1,1,11,3,4,0,2,6,3,2,2,1,2,0
1437,39,0,105,2,9,3,5,4,1,87,3,5,1,4,2,19431,15302,2,0,13,3,3,0,21,3,2,6,0,1,3,0
1438,23,2,638,1,9,3,3,4,1,33,3,1,5,1,1,1790,26956,1,0,19,3,1,1,1,3,2,1,0,1,0,1
1439,36,1,557,1,3,3,4,1,0,94,2,3,7,4,1,7644,12695,0,0,19,3,3,2,10,2,3,9,7,3,4,0
1440,36,2,688,2,4,2,5,4,0,97,3,2,3,2,0,5131,9192,7,0,13,3,2,3,18,3,3,4,2,0,2,0
1441,56,0,667,2,1,4,5,3,1,57,3,2,2,3,0,6306,26236,1,0,21,4,1,1,13,2,2,13,12,1,9,0
1442,29,1,1092,2,1,4,4,1,1,36,3,1,6,4,1,4787,26124,9,1,14,3,2,3,4,3,4,2,2,2,2,1
1443,42,1,300,2,2,3,5,1,1,56,3,5,1,3,1,18880,17312,5,0,11,3,1,0,24,2,2,22,6,4,14,0
1444,56,1,310,2,7,2,2,4,1,72,3,1,8,3,1,2339,3666,8,0,11,3,4,1,14,4,1,10,9,9,8,1
1445,41,1,582,2,28,4,5,1,0,60,2,4,3,2,1,13570,5640,0,0,23,4,3,1,21,3,3,20,7,0,10,0
1446,34,1,704,1,28,3,3,4,0,95,2,2,7,3,1,6712,8978,1,0,21,4,4,2,8,2,3,8,7,1,7,0
1447,36,0,301,1,15,4,3,4,1,88,1,2,7,4,0,5406,10436,1,0,24,4,1,1,15,4,2,15,12,11,11,0
1448,41,1,930,1,3,3,5,3,1,57,2,2,7,2,0,8938,12227,2,0,11,3,3,1,14,5,3,5,4,0,4,0
1449,32,1,529,2,2,3,2,4,1,78,3,1,6,1,2,2439,11288,1,0,14,3,4,0,4,4,3,4,2,1,2,0
1450,35,1,1146,0,26,4,5,3,0,31,3,3,4,4,2,8837,16642,1,1,16,3,3,0,9,2,3,9,0,1,7,0
1451,38,1,345,1,10,2,5,1,0,100,3,2,7,4,1,5343,5982,1,0,11,3,3,1,10,1,3,10,7,1,9,0
1452,50,2,878,1,1,4,5,2,1,94,3,2,7,3,0,6728,14255,7,0,12,3,4,2,12,3,3,6,3,0,1,1
1453,36,1,1120,1,11,4,3,2,0,100,2,2,7,4,1,6652,14369,4,0,13,3,1,1,8,2,2,6,3,0,0,0
1454,45,1,374,1,20,3,5,4,0,50,3,2,7,3,2,4850,23333,8,0,15,3,3,0,8,3,3,5,3,0,1,0
1455,40,1,1322,2,2,4,5,3,1,52,2,1,6,3,2,2809,2725,2,0,14,3,4,0,8,2,3,2,2,2,2,0
1456,35,2,1199,2,18,4,5,3,1,80,3,2,2,3,1,5689,24594,1,1,14,3,4,2,10,2,4,10,2,0,2,0
1457,40,1,1194,2,2,4,4,3,0,98,3,1,6,3,1,2001,12549,2,0,14,3,2,3,20,2,3,5,3,0,2,0
1458,35,1,287,2,1,4,5,3,0,62,1,1,6,4,1,2977,8952,1,0,12,3,4,1,4,5,3,4,3,1,1,0
1459,29,1,1378,2,13,2,1,4,1,46,2,2,8,2,1,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3,0
1460,29,1,468,2,28,4,4,4,0,73,2,1,6,1,2,3785,8489,1,0,14,3,2,0,5,3,1,5,4,0,4,0
1461,50,1,410,1,28,3,3,4,1,39,2,3,7,1,0,10854,16586,4,1,13,3,2,1,20,3,3,3,2,2,0,1
1462,39,1,722,1,24,1,3,2,0,60,2,4,7,4,1,12031,8828,0,0,11,3,1,1,21,2,2,20,9,9,6,0
1463,31,0,325,2,5,3,4,2,1,74,3,2,3,1,2,9936,3787,0,0,19,3,2,0,10,2,3,9,4,1,7,0
1464,26,1,1167,1,5,3,1,4,0,30,2,1,5,3,2,2966,21378,0,0,18,3,4,0,5,2,3,4,2,0,0,0
1465,36,2,884,2,23,2,4,3,1,41,4,2,8,4,1,2571,12290,4,0,17,3,3,1,17,3,3,5,2,0,3,0
1466,39,1,613,2,6,1,4,4,1,42,2,3,2,1,1,9991,21457,4,0,15,3,1,1,9,5,3,7,7,1,7,0
1467,27,1,155,2,4,3,5,2,1,87,4,2,3,2,1,6142,5174,1,1,20,4,2,1,6,0,3,6,2,0,3,0
1468,49,2,1023,1,2,3,4,4,1,63,2,2,7,2,1,5390,13243,2,0,14,3,4,0,17,3,2,9,6,0,8,0
1469,34,1,628,2,8,3,4,2,1,82,4,2,8,3,1,4404,10228,2,0,12,3,1,0,6,3,4,4,3,1,2,0
1470,45,1,627,1,10,2,2,1,1,52,2,2,7,3,0,6356,23013,3,1,14,3,1,1,14,3,2,3,2,1,2,1
1471,19,1,538,1,20,1,3,4,1,48,3,1,5,2,1,1685,26832,1,0,19,3,3,0,0,2,2,0,0,0,0,1
1472,42,0,803,1,11,2,3,2,1,65,2,3,6,3,2,9446,13356,1,0,15,3,3,0,9,2,2,9,7,3,7,1
1473,30,0,1273,1,14,3,2,2,1,55,3,2,7,2,2,5313,3999,7,0,14,3,2,0,7,2,2,4,2,0,3,1
